outlet,Date,Attribute,Value,Day Name,Brand,Month,Channel
Naivas Imara Daima,15/03/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,March,Naivas 
Naivas Imara Daima,15/03/2025,Acnes Moisturiser,1,Saturday,Acnes ,March,Naivas 
Naivas Imara Daima,15/03/2025,Acnes C10,1,Saturday,Acnes ,March,Naivas 
Naivas Imara Daima,15/03/2025,Acnes Soothing Toner,1,Saturday,Acnes ,March,Naivas 
Naivas Kitengela,15/03/2025,Acnes Mentholatum Bar Soap,3,Saturday,Acnes ,March,Naivas 
Naivas Kitengela,15/03/2025,Acnes Moisturiser,4,Saturday,Acnes ,March,Naivas 
Naivas Gateway,15/03/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,March,Naivas 
Naivas Gateway,15/03/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,March,Naivas 
Naivas Gateway,15/03/2025,Acnes Mentholatum Bar Soap,1,Saturday,Acnes ,March,Naivas 
Naivas Gateway,15/03/2025,Acnes Moisturiser,1,Saturday,Acnes ,March,Naivas 
Naivas Gateway,15/03/2025,Acnes Care Kit,1,Saturday,Acnes ,March,Naivas 
Naivas Gateway,15/03/2025,Acnes Sealing Gel,2,Saturday,Acnes ,March,Naivas 
Naivas Buruburu,15/03/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,March,Naivas 
Naivas Buruburu,15/03/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,March,Naivas 
Naivas Buruburu,15/03/2025,Acnes Scar Care,1,Saturday,Acnes ,March,Naivas 
Naivas Buruburu,15/03/2025,Acnes Soothing Toner,2,Saturday,Acnes ,March,Naivas 
Naivas Buruburu,15/03/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,March,Naivas 
Naivas Buruburu,15/03/2025,Acnes Sealing Gel,1,Saturday,Acnes ,March,Naivas 
Naivas Juja City,15/03/2025,Acnes Creamy Wash 50G,2,Saturday,Acnes ,March,Naivas 
Naivas Juja City,15/03/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,March,Naivas 
Naivas Juja City,15/03/2025,Acnes Moisturiser,3,Saturday,Acnes ,March,Naivas 
Naivas Juja City,15/03/2025,Acnes C10,1,Saturday,Acnes ,March,Naivas 
Naivas Juja City,15/03/2025,Acnes Soothing Toner,1,Saturday,Acnes ,March,Naivas 
Naivas Juja City,15/03/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,March,Naivas 
Naivas Juja City,15/03/2025,Acnes Sealing Gel,1,Saturday,Acnes ,March,Naivas 
Naivas Westlands,15/03/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,March,Naivas 
Naivas Westlands,15/03/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,March,Naivas 
Naivas Westlands,15/03/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,March,Naivas 
Naivas Westlands,15/03/2025,Acnes Moisturiser,2,Saturday,Acnes ,March,Naivas 
Naivas Westlands,15/03/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,March,Naivas 
Naivas Capital,15/03/2025,Acnes Creamy Was 100G,2,Saturday,Acnes ,March,Naivas 
Naivas Capital,15/03/2025,Acnes Creamy Wash 50G,3,Saturday,Acnes ,March,Naivas 
Naivas Capital,15/03/2025,Acnes Moisturiser,1,Saturday,Acnes ,March,Naivas 
Naivas Capital,15/03/2025,Acnes Scar Care,1,Saturday,Acnes ,March,Naivas 
Naivas Capital,15/03/2025,Acnes Multi Vimani Cleanser,2,Saturday,Acnes ,March,Naivas 
Naivas Capital,15/03/2025,Acnes Care Kit,1,Saturday,Acnes ,March,Naivas 
Naivas Capital,15/03/2025,Acnes Sealing Gel,2,Saturday,Acnes ,March,Naivas 
Naivas West Side,15/03/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,March,Naivas 
Naivas West Side,15/03/2025,Acnes Moisturiser,4,Saturday,Acnes ,March,Naivas 
Naivas West Side,15/03/2025,Acnes Soothing Toner,1,Saturday,Acnes ,March,Naivas 
Naivas West Side,15/03/2025,Acnes Multi Vimani Cleanser,2,Saturday,Acnes ,March,Naivas 
Naivas West Side,15/03/2025,Acnes Care Kit,1,Saturday,Acnes ,March,Naivas 
Naivas Westlands,14/03/2025,Acnes Creamy Was 100G,1,Friday,Acnes ,March,Naivas 
Naivas Westlands,14/03/2025,Acnes Moisturiser,1,Friday,Acnes ,March,Naivas 
Naivas Westlands,14/03/2025,Acnes Scar Care,1,Friday,Acnes ,March,Naivas 
Naivas Westlands,14/03/2025,Acnes Soothing Toner,1,Friday,Acnes ,March,Naivas 
Naivas Westlands,14/03/2025,Acnes Multi Vimani Cleanser,1,Friday,Acnes ,March,Naivas 
Naivas Westlands,14/03/2025,Acnes Care Kit,1,Friday,Acnes ,March,Naivas 
Naivas Capital,14/03/2025,Acnes Creamy Was 100G,1,Friday,Acnes ,March,Naivas 
Naivas Capital,14/03/2025,Acnes Creamy Wash 50G,2,Friday,Acnes ,March,Naivas 
Naivas Capital,14/03/2025,Acnes Moisturiser,5,Friday,Acnes ,March,Naivas 
Naivas Capital,14/03/2025,Acnes Multi Vimani Cleanser,1,Friday,Acnes ,March,Naivas 
Carrefour Mega,22/03/2025,Melano Cc Moistruriser,2,Saturday,Melano ,March,Carrefour 
Carrefour Mega,22/03/2025,Melano Cc Sheet Mask,4,Saturday,Melano ,March,Carrefour 
Carrefour Mega,22/03/2025,Melano Cc Spot Essence,1,Saturday,Melano ,March,Carrefour 
Carrefour Junction,22/03/2025,Melano Cc Moistruriser,1,Saturday,Melano ,March,Carrefour 
Carrefour Junction,22/03/2025,Melano Cc Sheet Mask,1,Saturday,Melano ,March,Carrefour 
Carrefour Junction,22/03/2025,Melano Cc Spot Essence,3,Saturday,Melano ,March,Carrefour 
Carrefour Two Rivers,22/03/2025,Melano Cc Sheet Mask,2,Saturday,Melano ,March,Carrefour 
Carrefour Trm,22/03/2025,Melano Cc Moistruriser,2,Saturday,Melano ,March,Carrefour 
Carrefour Trm,22/03/2025,Melano Cc Spot Essence,1,Saturday,Melano ,March,Carrefour 
Carrefour Rongai,22/03/2025,Melano Cc Moistruriser,1,Saturday,Melano ,March,Carrefour 
Carrefour Rongai,22/03/2025,Melano Cc Spot Essence,3,Saturday,Melano ,March,Carrefour 
Carrefour Galleria,22/03/2025,Melano Cc Sheet Mask,2,Saturday,Melano ,March,Carrefour 
Carrefour Galleria,22/03/2025,Melano Cc Spot Essence,1,Saturday,Melano ,March,Carrefour 
Carrefour Sarit,22/03/2025,Melano Cc Moistruriser,1,Saturday,Melano ,March,Carrefour 
Carrefour Sarit,22/03/2025,Melano Cc Sheet Mask,2,Saturday,Melano ,March,Carrefour 
Carrefour Sarit,22/03/2025,Melano Cc Spot Essence,1,Saturday,Melano ,March,Carrefour 
Goodlife Ananas,22/03/2025,Melano Cc Moistruriser,1,Saturday,Melano ,March,Goodlife 
Goodlife Ananas,22/03/2025,Melano Cc Sheet Mask,9,Saturday,Melano ,March,Goodlife 
Goodlife Ananas,22/03/2025,Melano Cc Spot Essence,2,Saturday,Melano ,March,Goodlife 
Carrefour Hub,22/03/2025,Melano Cc Moistruriser,1,Saturday,Melano ,March,Carrefour 
Carrefour Hub,22/03/2025,Melano Cc Spot Essence,1,Saturday,Melano ,March,Carrefour 
Naivas Juja City,22/03/2025,Melano Cc Moistruriser,4,Saturday,Melano ,March,Naivas 
Naivas Juja City,22/03/2025,Melano Cc Sheet Mask,4,Saturday,Melano ,March,Naivas 
Naivas Juja City,22/03/2025,Melano Cc Spot Essence,2,Saturday,Melano ,March,Naivas 
Goodlife Ananas,23/03/2025,Melano Cc Moistruriser,3,Sunday,Melano ,March,Goodlife 
Goodlife Ananas,23/03/2025,Melano Cc Sheet Mask,9,Sunday,Melano ,March,Goodlife 
Goodlife Ananas,23/03/2025,Melano Cc Spot Essence,3,Sunday,Melano ,March,Goodlife 
Carrefour Junction,23/03/2025,Melano Cc Moistruriser,2,Sunday,Melano ,March,Carrefour 
Carrefour Junction,23/03/2025,Melano Cc Sheet Mask,1,Sunday,Melano ,March,Carrefour 
Carrefour Junction,23/03/2025,Melano Cc Spot Essence,2,Sunday,Melano ,March,Carrefour 
Carrefour Two Rivers,23/03/2025,Melano Cc Moistruriser,2,Sunday,Melano ,March,Carrefour 
Carrefour Two Rivers,23/03/2025,Melano Cc Sheet Mask,3,Sunday,Melano ,March,Carrefour 
Carrefour Two Rivers,23/03/2025,Melano Cc Spot Essence,1,Sunday,Melano ,March,Carrefour 
Carrefour Trm,23/03/2025,Melano Cc Moistruriser,1,Sunday,Melano ,March,Carrefour 
Carrefour Trm,23/03/2025,Melano Cc Spot Essence,1,Sunday,Melano ,March,Carrefour 
Carrefour Hub,23/03/2025,Melano Cc Spot Essence,1,Sunday,Melano ,March,Carrefour 
Carrefour Galleria,23/03/2025,Melano Cc Moistruriser,1,Sunday,Melano ,March,Carrefour 
Carrefour Galleria,23/03/2025,Melano Cc Spot Essence,1,Sunday,Melano ,March,Carrefour 
Naivas Juja City,23/03/2025,Melano Cc Moistruriser,4,Sunday,Melano ,March,Naivas 
Naivas Juja City,23/03/2025,Melano Cc Sheet Mask,9,Sunday,Melano ,March,Naivas 
Naivas Juja City,23/03/2025,Melano Cc Spot Essence,2,Sunday,Melano ,March,Naivas 
Carrefour Sarit,21/03/2025,Melano Cc Moistruriser,1,Friday,Melano ,March,Carrefour 
Carrefour Sarit,21/03/2025,Melano Cc Sheet Mask,8,Friday,Melano ,March,Carrefour 
Carrefour Sarit,21/03/2025,Melano Cc Spot Essence,2,Friday,Melano ,March,Carrefour 
Carrefour Rongai,21/03/2025,Melano Cc Spot Essence,4,Friday,Melano ,March,Carrefour 
Carrefour Mega,21/03/2025,Melano Cc Moistruriser,1,Friday,Melano ,March,Carrefour 
Carrefour Mega,21/03/2025,Melano Cc Sheet Mask,4,Friday,Melano ,March,Carrefour 
Carrefour Mega,21/03/2025,Melano Cc Spot Essence,2,Friday,Melano ,March,Carrefour 
Goodlife Ananas,21/03/2025,Melano Cc Moistruriser,1,Friday,Melano ,March,Goodlife 
Goodlife Ananas,21/03/2025,Melano Cc Sheet Mask,5,Friday,Melano ,March,Goodlife 
Goodlife Ananas,21/03/2025,Melano Cc Spot Essence,1,Friday,Melano ,March,Goodlife 
Naivas Juja City,21/03/2025,Melano Cc Moistruriser,5,Friday,Melano ,March,Naivas 
Naivas Juja City,21/03/2025,Melano Cc Sheet Mask,6,Friday,Melano ,March,Naivas 
Naivas Juja City,21/03/2025,Melano Cc Spot Essence,3,Friday,Melano ,March,Naivas 
Goodlife Sarova,20/03/2025,Melano Cc Moistruriser,3,Thursday,Melano ,March,Goodlife 
Goodlife Sarova,20/03/2025,Melano Cc Sheet Mask,1,Thursday,Melano ,March,Goodlife 
Goodlife Sarova,20/03/2025,Melano Cc Spot Essence,2,Thursday,Melano ,March,Goodlife 
Starling Cosmetics,19/03/2025,Melano Cc Sheet Mask,2,Wednesday,Melano ,March,Starling 
Goodlife Sarova,18/03/2025,Melano Cc Moistruriser,3,Tuesday,Melano ,March,Goodlife 
Goodlife Sarova,18/03/2025,Melano Cc Sheet Mask,3,Tuesday,Melano ,March,Goodlife 
Goodlife Sarova,18/03/2025,Melano Cc Spot Essence,2,Tuesday,Melano ,March,Goodlife 
Goodlife Sarova,18/03/2025,Acnes Creamy Wash 50G,1,Tuesday,Acnes ,March,Goodlife 
Starling Cosmetics,18/03/2025,Melano Cc Moistruriser,1,Tuesday,Melano ,March,Starling 
Starling Cosmetics,18/03/2025,Melano Cc Sheet Mask,4,Tuesday,Melano ,March,Starling 
Starling Cosmetics,18/03/2025,Melano Cc Spot Essence,1,Tuesday,Melano ,March,Starling 
Naivas Westlands,21/03/2025,Acnes Creamy Was 100G,2,Friday,Acnes ,March,Naivas 
Naivas Westlands,21/03/2025,Acnes Mentholatum Bar Soap,3,Friday,Acnes ,March,Naivas 
Naivas Westlands,21/03/2025,Acnes Moisturiser,2,Friday,Acnes ,March,Naivas 
Naivas Westlands,21/03/2025,Acnes Soothing Toner,2,Friday,Acnes ,March,Naivas 
Naivas Westlands,21/03/2025,Acnes Sealing Gel,1,Friday,Acnes ,March,Naivas 
Naivas Capital,21/03/2025,Acnes Creamy Was 100G,2,Friday,Acnes ,March,Naivas 
Naivas Capital,21/03/2025,Acnes Moisturiser,2,Friday,Acnes ,March,Naivas 
Naivas Capital,21/03/2025,Acnes Scar Care,2,Friday,Acnes ,March,Naivas 
Naivas Capital,21/03/2025,Acnes C10,1,Friday,Acnes ,March,Naivas 
Naivas Capital,21/03/2025,Acnes Multi Vimani Cleanser,1,Friday,Acnes ,March,Naivas 
Naivas Capital,21/03/2025,Acnes Sealing Gel,1,Friday,Acnes ,March,Naivas 
Naivas Simba,22/03/2025,Acnes Creamy Was 100G,2,Saturday,Acnes ,March,Naivas 
Naivas Simba,22/03/2025,Acnes Mentholatum Bar Soap,4,Saturday,Acnes ,March,Naivas 
Naivas Simba,22/03/2025,Acnes Moisturiser,4,Saturday,Acnes ,March,Naivas 
Naivas Simba,22/03/2025,Acnes Scar Care,1,Saturday,Acnes ,March,Naivas 
Naivas Simba,22/03/2025,Acnes Soothing Toner,1,Saturday,Acnes ,March,Naivas 
Naivas Simba,22/03/2025,Acnes Sealing Gel,2,Saturday,Acnes ,March,Naivas 
Naivas Greenspan,22/03/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,March,Naivas 
Naivas Greenspan,22/03/2025,Acnes Mentholatum Bar Soap,1,Saturday,Acnes ,March,Naivas 
Naivas Greenspan,22/03/2025,Acnes Moisturiser,3,Saturday,Acnes ,March,Naivas 
Naivas Greenspan,22/03/2025,Acnes Scar Care,1,Saturday,Acnes ,March,Naivas 
Naivas Greenspan,22/03/2025,Acnes Soothing Toner,1,Saturday,Acnes ,March,Naivas 
Naivas Greenspan,22/03/2025,Acnes Care Kit,1,Saturday,Acnes ,March,Naivas 
Naivas Greenspan,22/03/2025,Acnes Sealing Gel,2,Saturday,Acnes ,March,Naivas 
Naivas Nyali,22/03/2025,Acnes Creamy Was 100G,2,Saturday,Acnes ,March,Naivas 
Naivas Nyali,22/03/2025,Acnes Creamy Wash 50G,2,Saturday,Acnes ,March,Naivas 
Naivas Nyali,22/03/2025,Acnes Mentholatum Bar Soap,3,Saturday,Acnes ,March,Naivas 
Naivas Nyali,22/03/2025,Acnes Moisturiser,3,Saturday,Acnes ,March,Naivas 
Naivas Nyali,22/03/2025,Acnes Scar Care,3,Saturday,Acnes ,March,Naivas 
Naivas Nyali,22/03/2025,Acnes C10,2,Saturday,Acnes ,March,Naivas 
Naivas Nyali,22/03/2025,Acnes Soothing Toner,2,Saturday,Acnes ,March,Naivas 
Naivas Nyali,22/03/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,March,Naivas 
Naivas Nyali,22/03/2025,Acnes Sealing Gel,1,Saturday,Acnes ,March,Naivas 
Naivas Imara Daima,22/03/2025,Acnes Creamy Was 100G,2,Saturday,Acnes ,March,Naivas 
Naivas Imara Daima,22/03/2025,Acnes Mentholatum Bar Soap,4,Saturday,Acnes ,March,Naivas 
Naivas Imara Daima,22/03/2025,Acnes Moisturiser,2,Saturday,Acnes ,March,Naivas 
Naivas Imara Daima,22/03/2025,Acnes Scar Care,1,Saturday,Acnes ,March,Naivas 
Naivas Imara Daima,22/03/2025,Acnes C10,1,Saturday,Acnes ,March,Naivas 
Naivas Imara Daima,22/03/2025,Acnes Sealing Gel,1,Saturday,Acnes ,March,Naivas 
Naivas Kitengela,22/03/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,March,Naivas 
Naivas Kitengela,22/03/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,March,Naivas 
Naivas Kitengela,22/03/2025,Acnes Moisturiser,1,Saturday,Acnes ,March,Naivas 
Naivas Kitengela,22/03/2025,Acnes Soothing Toner,1,Saturday,Acnes ,March,Naivas 
Naivas Kitengela,22/03/2025,Acnes Care Kit,1,Saturday,Acnes ,March,Naivas 
Naivas Kitengela,22/03/2025,Acnes Sealing Gel,1,Saturday,Acnes ,March,Naivas 
Naivas Gateway,22/03/2025,Acnes Creamy Was 100G,2,Saturday,Acnes ,March,Naivas 
Naivas Gateway,22/03/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,March,Naivas 
Naivas Gateway,22/03/2025,Acnes Mentholatum Bar Soap,4,Saturday,Acnes ,March,Naivas 
Naivas Gateway,22/03/2025,Acnes Moisturiser,1,Saturday,Acnes ,March,Naivas 
Naivas Gateway,22/03/2025,Acnes C10,1,Saturday,Acnes ,March,Naivas 
Naivas Gateway,22/03/2025,Acnes Sealing Gel,1,Saturday,Acnes ,March,Naivas 
Naivas Buruburu,22/03/2025,Acnes Mentholatum Bar Soap,3,Saturday,Acnes ,March,Naivas 
Naivas Buruburu,22/03/2025,Acnes Scar Care,1,Saturday,Acnes ,March,Naivas 
Naivas Buruburu,22/03/2025,Acnes Soothing Toner,1,Saturday,Acnes ,March,Naivas 
Naivas Buruburu,22/03/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,March,Naivas 
Naivas Buruburu,22/03/2025,Acnes Care Kit,1,Saturday,Acnes ,March,Naivas 
Naivas Buruburu,22/03/2025,Acnes Sealing Gel,2,Saturday,Acnes ,March,Naivas 
Naivas Juja City,22/03/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,March,Naivas 
Naivas Juja City,22/03/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,March,Naivas 
Naivas Juja City,22/03/2025,Acnes Moisturiser,3,Saturday,Acnes ,March,Naivas 
Naivas Juja City,22/03/2025,Acnes Scar Care,1,Saturday,Acnes ,March,Naivas 
Naivas Juja City,22/03/2025,Acnes C10,1,Saturday,Acnes ,March,Naivas 
Naivas Juja City,22/03/2025,Acnes Soothing Toner,1,Saturday,Acnes ,March,Naivas 
Naivas Juja City,22/03/2025,Acnes Sealing Gel,1,Saturday,Acnes ,March,Naivas 
Naivas Westlands,22/03/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,March,Naivas 
Naivas Westlands,22/03/2025,Acnes Mentholatum Bar Soap,3,Saturday,Acnes ,March,Naivas 
Naivas Westlands,22/03/2025,Acnes Moisturiser,1,Saturday,Acnes ,March,Naivas 
Naivas Westlands,22/03/2025,Acnes Scar Care,2,Saturday,Acnes ,March,Naivas 
Naivas Westlands,22/03/2025,Acnes Soothing Toner,1,Saturday,Acnes ,March,Naivas 
Naivas Westlands,22/03/2025,Acnes Care Kit,1,Saturday,Acnes ,March,Naivas 
Naivas Capital,22/03/2025,Acnes Creamy Was 100G,3,Saturday,Acnes ,March,Naivas 
Naivas Capital,22/03/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,March,Naivas 
Naivas Capital,22/03/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,March,Naivas 
Naivas Capital,22/03/2025,Acnes Moisturiser,2,Saturday,Acnes ,March,Naivas 
Naivas Capital,22/03/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,March,Naivas 
Naivas Capital,22/03/2025,Acnes Care Kit,2,Saturday,Acnes ,March,Naivas 
Naivas Capital,22/03/2025,Acnes Sealing Gel,1,Saturday,Acnes ,March,Naivas 
Naivas West Side,22/03/2025,Acnes Mentholatum Bar Soap,3,Saturday,Acnes ,March,Naivas 
Naivas West Side,22/03/2025,Acnes Moisturiser,3,Saturday,Acnes ,March,Naivas 
Naivas West Side,22/03/2025,Acnes Scar Care,1,Saturday,Acnes ,March,Naivas 
Naivas West Side,22/03/2025,Acnes Sealing Gel,2,Saturday,Acnes ,March,Naivas 
Naivas Buruburu,23/03/2025,Acnes Creamy Was 100G,1,Sunday,Acnes ,March,Naivas 
Naivas Buruburu,23/03/2025,Acnes Creamy Wash 50G,1,Sunday,Acnes ,March,Naivas 
Naivas Buruburu,23/03/2025,Acnes Mentholatum Bar Soap,2,Sunday,Acnes ,March,Naivas 
Naivas Buruburu,23/03/2025,Acnes Moisturiser,1,Sunday,Acnes ,March,Naivas 
Naivas Buruburu,23/03/2025,Acnes Scar Care,2,Sunday,Acnes ,March,Naivas 
Naivas Buruburu,23/03/2025,Acnes Multi Vimani Cleanser,2,Sunday,Acnes ,March,Naivas 
Naivas Buruburu,23/03/2025,Acnes Sealing Gel,1,Sunday,Acnes ,March,Naivas 
Naivas Juja City,23/03/2025,Acnes Creamy Was 100G,1,Sunday,Acnes ,March,Naivas 
Naivas Juja City,23/03/2025,Acnes Creamy Wash 50G,3,Sunday,Acnes ,March,Naivas 
Naivas Juja City,23/03/2025,Acnes Mentholatum Bar Soap,2,Sunday,Acnes ,March,Naivas 
Naivas Juja City,23/03/2025,Acnes Moisturiser,2,Sunday,Acnes ,March,Naivas 
Naivas Juja City,23/03/2025,Acnes Scar Care,1,Sunday,Acnes ,March,Naivas 
Naivas Juja City,23/03/2025,Acnes Sealing Gel,2,Sunday,Acnes ,March,Naivas 
Naivas Greenspan,23/03/2025,Acnes Mentholatum Bar Soap,2,Sunday,Acnes ,March,Naivas 
Naivas Greenspan,23/03/2025,Acnes Moisturiser,2,Sunday,Acnes ,March,Naivas 
Naivas Greenspan,23/03/2025,Acnes Scar Care,1,Sunday,Acnes ,March,Naivas 
Naivas Greenspan,23/03/2025,Acnes Soothing Toner,2,Sunday,Acnes ,March,Naivas 
Naivas Greenspan,23/03/2025,Acnes Sealing Gel,4,Sunday,Acnes ,March,Naivas 
Naivas Nyali,23/03/2025,Acnes Creamy Was 100G,2,Sunday,Acnes ,March,Naivas 
Naivas Nyali,23/03/2025,Acnes Mentholatum Bar Soap,2,Sunday,Acnes ,March,Naivas 
Naivas Nyali,23/03/2025,Acnes Moisturiser,3,Sunday,Acnes ,March,Naivas 
Naivas Nyali,23/03/2025,Acnes Scar Care,5,Sunday,Acnes ,March,Naivas 
Naivas Nyali,23/03/2025,Acnes C10,2,Sunday,Acnes ,March,Naivas 
Naivas Nyali,23/03/2025,Acnes Soothing Toner,1,Sunday,Acnes ,March,Naivas 
Naivas Nyali,23/03/2025,Acnes Multi Vimani Cleanser,2,Sunday,Acnes ,March,Naivas 
Naivas Nyali,23/03/2025,Acnes Sealing Gel,2,Sunday,Acnes ,March,Naivas 
Naivas Imara Daima,23/03/2025,Acnes Creamy Was 100G,4,Sunday,Acnes ,March,Naivas 
Naivas Imara Daima,23/03/2025,Acnes Creamy Wash 50G,2,Sunday,Acnes ,March,Naivas 
Naivas Imara Daima,23/03/2025,Acnes Mentholatum Bar Soap,2,Sunday,Acnes ,March,Naivas 
Naivas Imara Daima,23/03/2025,Acnes Moisturiser,3,Sunday,Acnes ,March,Naivas 
Naivas Imara Daima,23/03/2025,Acnes C10,1,Sunday,Acnes ,March,Naivas 
Naivas Kitengela,23/03/2025,Acnes Creamy Wash 50G,1,Sunday,Acnes ,March,Naivas 
Naivas Kitengela,23/03/2025,Acnes Mentholatum Bar Soap,4,Sunday,Acnes ,March,Naivas 
Naivas Kitengela,23/03/2025,Acnes Moisturiser,2,Sunday,Acnes ,March,Naivas 
Naivas Kitengela,23/03/2025,Acnes Soothing Toner,1,Sunday,Acnes ,March,Naivas 
Naivas Kitengela,23/03/2025,Acnes Multi Vimani Cleanser,2,Sunday,Acnes ,March,Naivas 
Naivas Kitengela,23/03/2025,Acnes Care Kit,2,Sunday,Acnes ,March,Naivas 
Naivas Gateway,23/03/2025,Acnes Creamy Was 100G,2,Sunday,Acnes ,March,Naivas 
Naivas Gateway,23/03/2025,Acnes Creamy Wash 50G,1,Sunday,Acnes ,March,Naivas 
Naivas Gateway,23/03/2025,Acnes Mentholatum Bar Soap,1,Sunday,Acnes ,March,Naivas 
Naivas Gateway,23/03/2025,Acnes Moisturiser,2,Sunday,Acnes ,March,Naivas 
Naivas Gateway,23/03/2025,Acnes Scar Care,2,Sunday,Acnes ,March,Naivas 
Naivas Gateway,23/03/2025,Acnes Sealing Gel,2,Sunday,Acnes ,March,Naivas 
Naivas Simba,23/03/2025,Acnes Creamy Was 100G,1,Sunday,Acnes ,March,Naivas 
Naivas Simba,23/03/2025,Acnes Creamy Wash 50G,1,Sunday,Acnes ,March,Naivas 
Naivas Simba,23/03/2025,Acnes Moisturiser,3,Sunday,Acnes ,March,Naivas 
Naivas Simba,23/03/2025,Acnes Scar Care,1,Sunday,Acnes ,March,Naivas 
Naivas Simba,23/03/2025,Acnes Soothing Toner,2,Sunday,Acnes ,March,Naivas 
Naivas Simba,23/03/2025,Acnes Care Kit,1,Sunday,Acnes ,March,Naivas 
Naivas Simba,23/03/2025,Acnes Sealing Gel,2,Sunday,Acnes ,March,Naivas 
Naivas West Side,23/03/2025,Acnes Creamy Wash 50G,1,Sunday,Acnes ,March,Naivas 
Naivas West Side,23/03/2025,Acnes Mentholatum Bar Soap,1,Sunday,Acnes ,March,Naivas 
Naivas West Side,23/03/2025,Acnes Moisturiser,3,Sunday,Acnes ,March,Naivas 
Naivas West Side,23/03/2025,Acnes Scar Care,2,Sunday,Acnes ,March,Naivas 
Naivas West Side,23/03/2025,Acnes Sealing Gel,3,Sunday,Acnes ,March,Naivas 
Goodlife Kcb Towers,24/03/2025,Melano Cc Moistruriser,2,Monday,Melano ,March,Goodlife 
Goodlife Kcb Towers,24/03/2025,Melano Cc Sheet Mask,5,Monday,Melano ,March,Goodlife 
Goodlife Kcb Towers,24/03/2025,Melano Cc Spot Essence,4,Monday,Melano ,March,Goodlife 
Goodlife Kcb Towers,25/03/2025,Melano Cc Sheet Mask,8,Tuesday,Melano ,March,Goodlife 
Goodlife Kcb Towers,25/03/2025,Melano Cc Spot Essence,1,Tuesday,Melano ,March,Goodlife 
True Cosmetics,25/03/2025,Melano Cc Moistruriser,3,Tuesday,Melano ,March,True 
True Cosmetics,25/03/2025,Melano Cc Sheet Mask,10,Tuesday,Melano ,March,True 
True Cosmetics,25/03/2025,Melano Cc Spot Essence,1,Tuesday,Melano ,March,True 
Goodlife Kcb Towers,26/03/2025,Melano Cc Sheet Mask,8,Wednesday,Melano ,March,Goodlife 
Goodlife Kcb Towers,26/03/2025,Melano Cc Spot Essence,2,Wednesday,Melano ,March,Goodlife 
True Cosmetics Koinange,26/03/2025,Melano Cc Moistruriser,3,Wednesday,Melano ,March,True 
True Cosmetics Koinange,26/03/2025,Melano Cc Sheet Mask,5,Wednesday,Melano ,March,True 
True Cosmetics Koinange,26/03/2025,Melano Cc Spot Essence,5,Wednesday,Melano ,March,True 
Carrefour Sarit,28/03/2025,Melano Cc Moistruriser,1,Friday,Melano ,March,Carrefour 
Carrefour Sarit,28/03/2025,Melano Cc Sheet Mask,3,Friday,Melano ,March,Carrefour 
Carrefour Sarit,28/03/2025,Melano Cc Spot Essence,1,Friday,Melano ,March,Carrefour 
Carrefour Rongai,28/03/2025,Melano Cc Moistruriser,1,Friday,Melano ,March,Carrefour 
Carrefour Rongai,28/03/2025,Melano Cc Spot Essence,5,Friday,Melano ,March,Carrefour 
Carrefour Mega,28/03/2025,Melano Cc Moistruriser,1,Friday,Melano ,March,Carrefour 
Carrefour Mega,28/03/2025,Melano Cc Sheet Mask,4,Friday,Melano ,March,Carrefour 
Carrefour Mega,28/03/2025,Melano Cc Spot Essence,1,Friday,Melano ,March,Carrefour 
Carrefour Junction,28/03/2025,Melano Cc Moistruriser,5,Friday,Melano ,March,Carrefour 
Carrefour Junction,28/03/2025,Melano Cc Sheet Mask,8,Friday,Melano ,March,Carrefour 
Carrefour Junction,28/03/2025,Melano Cc Spot Essence,2,Friday,Melano ,March,Carrefour 
Naivas Kitengela,28/03/2025,Melano Cc Moistruriser,3,Friday,Melano ,March,Naivas 
